character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Admiral Croft,1.0,0.923182,0.953493,0.509471,0.881062,0.929533,0.912444,0.933773,0.95122,0.899836,0.918838,0.901399,0.784918,0.935117,0.906852,0.889121,0.919678,0.898925,0.597668,0.920265,0.915799,0.916771,0.916583,0.918795,0.924224,0.928088,0.894502,0.924023,0.917256,0.934179,0.913211,0.907625,0.929941,0.909088,0.889542,0.922893,0.9225,0.929091,0.920603,0.873043,0.91674,0.911382,0.900252,0.926641,0.88616,0.920659,0.919621,0.921473,0.911851,0.851103,0.920254,0.907181,0.742204,0.879616,0.898471,0.911956,0.913001,0.898419,0.788759,0.911221,0.897066,0.860594,0.931822,0.932206,0.915369,0.898861,0.902669,0.904399,0.768387,0.833761,0.930839,0.922574,0.919694,0.92961,0.927331,0.864348,0.912899,0.894688,0.910441,0.929285,0.871623,0.96104,0.902543,0.878151,0.909346,0.926305,0.873036,0.739248,0.911722,0.885182,0.925293,0.926821,0.804697,0.905574,0.814044,0.940631,0.818931,0.919345,0.857161,0.919982,0.925871,0.931805,0.941671,0.883799,0.833374,0.920466,0.899705,0.914368,0.941864,0.927783
Anna Weston,0.923182,1.0,0.950422,0.538851,0.913931,0.974025,0.890016,0.933618,0.930338,0.938381,0.946305,0.936437,0.772252,0.937501,0.943529,0.917192,0.948151,0.922475,0.611375,0.947655,0.946554,0.948434,0.951526,0.954631,0.915258,0.983204,0.926361,0.950052,0.950618,0.979282,0.93645,0.928612,0.981256,0.941064,0.921961,0.971195,0.914655,0.948359,0.945184,0.941517,0.946307,0.942313,0.94308,0.976232,0.922246,0.964934,0.947556,0.950918,0.941234,0.879814,0.942336,0.93386,0.765608,0.897111,0.881079,0.901811,0.944599,0.931617,0.821634,0.94618,0.932529,0.892126,0.956379,0.929687,0.969695,0.916802,0.936845,0.93677,0.786816,0.816543,0.974799,0.944676,0.859364,0.992158,0.980165,0.871092,0.947103,0.952153,0.94993,0.928709,0.906864,0.936913,0.944077,0.917721,0.94461,0.953053,0.878211,0.794734,0.948814,0.926442,0.917971,0.952751,0.830168,0.928036,0.828015,0.953559,0.859665,0.972676,0.88688,0.955153,0.936136,0.948677,0.892331,0.897257,0.854048,0.946349,0.92219,0.950184,0.943131,0.944378
Anne Elliot,0.953493,0.950422,1.0,0.519532,0.921186,0.958263,0.936464,0.97621,0.98171,0.945024,0.967037,0.939437,0.819804,0.974012,0.942513,0.91931,0.950967,0.927025,0.590887,0.963315,0.95728,0.96125,0.959451,0.966277,0.954026,0.967161,0.928223,0.970972,0.955078,0.966772,0.954095,0.947819,0.961877,0.947187,0.931832,0.963332,0.959593,0.967719,0.961594,0.90118,0.958759,0.950553,0.949318,0.96185,0.919318,0.951141,0.955157,0.963601,0.950167,0.889521,0.960442,0.942415,0.772064,0.903596,0.935336,0.95451,0.956949,0.941533,0.826625,0.956623,0.942195,0.917034,0.970698,0.97725,0.946636,0.910739,0.931245,0.939751,0.794148,0.856121,0.949246,0.951232,0.891825,0.95241,0.953973,0.873572,0.939245,0.924978,0.942858,0.962516,0.889291,0.963383,0.942796,0.922541,0.94821,0.964692,0.911078,0.775738,0.945335,0.922284,0.949758,0.962972,0.813751,0.951862,0.843896,0.974088,0.853329,0.950566,0.899703,0.948039,0.940666,0.967202,0.935718,0.903071,0.879143,0.946108,0.933303,0.951159,0.979974,0.964753
Anne Steele,0.509471,0.538851,0.519532,1.0,0.51789,0.496223,0.501793,0.480783,0.519451,0.518166,0.506786,0.508088,0.485446,0.506829,0.535215,0.54634,0.550764,0.473745,0.432821,0.521089,0.583592,0.521415,0.577464,0.502714,0.533501,0.511539,0.604787,0.508214,0.492939,0.507771,0.487514,0.505463,0.508906,0.498948,0.50963,0.506948,0.529317,0.503461,0.519258,0.541352,0.491825,0.512078,0.518639,0.528438,0.568645,0.490357,0.499771,0.541495,0.539737,0.516615,0.529572,0.517764,0.481686,0.583442,0.558178,0.551735,0.603448,0.53175,0.571162,0.514995,0.57909,0.502651,0.522256,0.54065,0.541248,0.5371,0.461267,0.512941,0.407819,0.54659,0.520852,0.520508,0.532544,0.525941,0.51549,0.515979,0.554499,0.557628,0.535218,0.562191,0.582645,0.553099,0.552289,0.639649,0.523972,0.505052,0.515747,0.49939,0.636936,0.575191,0.550122,0.554463,0.572013,0.52189,0.579903,0.527603,0.522139,0.523337,0.578725,0.491631,0.557107,0.524014,0.535103,0.488648,0.554538,0.552935,0.518501,0.535408,0.512012,0.510203
Anne de Bourgh,0.881062,0.913931,0.921186,0.51789,1.0,0.91652,0.866452,0.89141,0.902582,0.926561,0.914097,0.922406,0.753993,0.905957,0.930179,0.875688,0.909438,0.893186,0.60241,0.908388,0.913648,0.913863,0.919148,0.933097,0.894855,0.92022,0.899759,0.917668,0.930402,0.914492,0.907352,0.903307,0.915141,0.918339,0.92675,0.919211,0.907356,0.913248,0.911862,0.879182,0.914233,0.915237,0.925737,0.926828,0.891685,0.9029,0.91008,0.914982,0.916633,0.869397,0.914045,0.938711,0.769198,0.87811,0.871623,0.891049,0.920271,0.923061,0.797623,0.918773,0.904499,0.877116,0.92529,0.909004,0.91732,0.87631,0.90012,0.908313,0.774304,0.789107,0.912396,0.906641,0.833393,0.90989,0.91523,0.8293,0.90216,0.903479,0.928275,0.894636,0.854475,0.903661,0.911011,0.896709,0.923377,0.919753,0.855166,0.782326,0.91486,0.893168,0.886203,0.922161,0.818848,0.900881,0.805983,0.90625,0.822215,0.911215,0.859858,0.903612,0.901784,0.91795,0.868319,0.88179,0.838043,0.917116,0.874274,0.9357,0.906047,0.908418
Augusta Elton,0.929533,0.974025,0.958263,0.496223,0.91652,1.0,0.882863,0.948102,0.928188,0.945356,0.961632,0.940909,0.75163,0.941016,0.948836,0.929384,0.9552,0.936298,0.603494,0.958877,0.954161,0.958595,0.960135,0.968892,0.916382,0.987147,0.933079,0.967681,0.959398,0.97889,0.946985,0.931394,0.981445,0.946274,0.929059,0.981189,0.910807,0.959419,0.951307,0.919516,0.966344,0.953819,0.953279,0.982476,0.916446,0.975014,0.95776,0.95995,0.951808,0.886306,0.959608,0.946641,0.778859,0.90004,0.869154,0.893885,0.954828,0.941374,0.808434,0.956706,0.934522,0.90219,0.970302,0.930216,0.96995,0.913712,0.957803,0.945617,0.800348,0.778572,0.971788,0.951226,0.851962,0.976759,0.978381,0.862904,0.947549,0.943362,0.954593,0.925834,0.89684,0.933456,0.947429,0.91069,0.951311,0.973254,0.874153,0.770415,0.947756,0.914171,0.909546,0.963052,0.811803,0.938141,0.808922,0.960959,0.85104,0.976273,0.881685,0.962938,0.93972,0.956094,0.889385,0.903657,0.853637,0.95569,0.925651,0.951664,0.943374,0.953609
Captain Benwick,0.912444,0.890016,0.936464,0.501793,0.866452,0.882863,1.0,0.935921,0.959624,0.880977,0.878296,0.891962,0.830052,0.931134,0.883601,0.83487,0.896456,0.865818,0.567579,0.892245,0.895463,0.878026,0.890442,0.889765,0.907833,0.894488,0.866453,0.888781,0.896967,0.899144,0.90425,0.875145,0.900793,0.896471,0.871232,0.896325,0.93563,0.900681,0.89117,0.846094,0.883373,0.88568,0.881366,0.891031,0.862285,0.887223,0.889058,0.895515,0.88095,0.819521,0.88134,0.877159,0.72504,0.850606,0.897665,0.940113,0.885685,0.87892,0.769725,0.889996,0.881157,0.849712,0.898457,0.92218,0.881111,0.851023,0.871589,0.860704,0.757669,0.871424,0.881598,0.901049,0.8497,0.89082,0.889822,0.832423,0.868649,0.858872,0.883814,0.906671,0.81423,0.925835,0.877299,0.855926,0.87693,0.883659,0.881891,0.733179,0.87935,0.867884,0.924071,0.88461,0.793345,0.862082,0.794314,0.898017,0.796976,0.898543,0.835355,0.8947,0.887111,0.895605,0.894581,0.858332,0.816181,0.877142,0.867695,0.8949,0.924786,0.897213
Captain Harville,0.933773,0.933618,0.97621,0.480783,0.89141,0.948102,0.935921,1.0,0.971285,0.924917,0.959844,0.923141,0.790571,0.958454,0.919343,0.891864,0.943953,0.923841,0.548152,0.957676,0.947412,0.951024,0.944348,0.956901,0.916425,0.957537,0.901351,0.962553,0.947405,0.958471,0.957116,0.934691,0.955564,0.938604,0.908149,0.959078,0.9333,0.962445,0.954652,0.873728,0.958885,0.947179,0.93437,0.944011,0.898721,0.950368,0.955028,0.960273,0.933542,0.8639,0.945274,0.919052,0.732734,0.863885,0.876919,0.930402,0.939819,0.924236,0.789065,0.943135,0.92337,0.895922,0.95609,0.940053,0.923051,0.884791,0.932209,0.933936,0.787455,0.824641,0.936473,0.939088,0.846632,0.939987,0.941204,0.85685,0.916466,0.89606,0.9246,0.919194,0.867595,0.943129,0.924337,0.890208,0.924185,0.953925,0.904916,0.738695,0.922406,0.895902,0.924796,0.940887,0.781131,0.934892,0.806655,0.954649,0.818341,0.93826,0.881558,0.943374,0.916345,0.953549,0.895312,0.884995,0.843741,0.924972,0.928326,0.932941,0.956672,0.961874
Captain Wentworth,0.95122,0.930338,0.98171,0.519451,0.902582,0.928188,0.959624,0.971285,1.0,0.925857,0.940109,0.927059,0.852497,0.969627,0.925587,0.894417,0.933858,0.910473,0.583824,0.942197,0.937837,0.936189,0.935609,0.941642,0.945428,0.942335,0.906782,0.943653,0.939683,0.947956,0.942881,0.932741,0.943091,0.93736,0.912604,0.939959,0.968664,0.95053,0.945797,0.882462,0.932728,0.930115,0.926219,0.93636,0.90232,0.930641,0.937413,0.943271,0.928881,0.869234,0.930084,0.919474,0.750503,0.886018,0.925594,0.966954,0.933182,0.923255,0.817452,0.935194,0.921692,0.890207,0.947599,0.962905,0.924379,0.894308,0.905978,0.915516,0.787021,0.896311,0.928541,0.940887,0.890754,0.934801,0.933031,0.870119,0.918045,0.902944,0.921551,0.946625,0.872979,0.964155,0.917899,0.902852,0.924163,0.935136,0.912747,0.774348,0.923527,0.905859,0.953731,0.937219,0.816694,0.926619,0.839495,0.945428,0.8324,0.934703,0.886185,0.933089,0.927518,0.947901,0.932411,0.892003,0.860173,0.924844,0.916443,0.93519,0.965971,0.948508
Caroline Bingley,0.899836,0.938381,0.945024,0.518166,0.926561,0.945356,0.880977,0.924917,0.925857,1.0,0.94478,0.977986,0.764039,0.924191,0.973116,0.911757,0.933984,0.940729,0.604048,0.935878,0.935865,0.943712,0.946139,0.977814,0.923291,0.949671,0.918448,0.945128,0.978663,0.943107,0.929381,0.923625,0.944595,0.958726,0.968867,0.946439,0.906706,0.939071,0.935865,0.890758,0.94157,0.933612,0.974765,0.953506,0.902836,0.933305,0.938443,0.945934,0.931351,0.903123,0.931144,0.956262,0.805093,0.893349,0.876513,0.899477,0.943211,0.953365,0.809703,0.93459,0.929126,0.912042,0.953463,0.926677,0.949024,0.895039,0.944776,0.934599,0.813858,0.793911,0.93445,0.929755,0.83933,0.936307,0.936605,0.849246,0.931095,0.924058,0.970885,0.917969,0.875779,0.919244,0.932303,0.907905,0.964454,0.945189,0.860299,0.850171,0.93581,0.908821,0.897668,0.941313,0.841334,0.926867,0.833103,0.93063,0.82796,0.940656,0.874338,0.929291,0.922738,0.936809,0.876049,0.905941,0.854644,0.938741,0.904805,0.968288,0.931891,0.935015
Catherine Morland,0.918838,0.946305,0.967037,0.506786,0.914097,0.961632,0.878296,0.959844,0.940109,0.94478,1.0,0.932277,0.756405,0.946276,0.939368,0.925832,0.949928,0.933202,0.569583,0.966621,0.955379,0.98916,0.959864,0.974901,0.908358,0.970173,0.91916,0.977966,0.95499,0.96641,0.971615,0.972534,0.960565,0.941238,0.928571,0.964376,0.917438,0.967827,0.98315,0.894102,0.984609,0.974099,0.952195,0.961676,0.907603,0.953901,0.976107,0.968338,0.951107,0.9005,0.958573,0.946928,0.752793,0.885211,0.860789,0.909908,0.956264,0.943328,0.821277,0.956841,0.939337,0.915948,0.971753,0.936806,0.942421,0.920234,0.940036,0.950086,0.790444,0.785052,0.952103,0.943687,0.834619,0.948617,0.953099,0.858335,0.956463,0.915641,0.94524,0.917115,0.885704,0.924741,0.940852,0.912668,0.944566,0.971037,0.872861,0.764968,0.942011,0.9357,0.899121,0.962083,0.794922,0.962814,0.824389,0.951835,0.850162,0.941339,0.894053,0.943303,0.927694,0.963324,0.879955,0.89266,0.864237,0.944094,0.936973,0.94736,0.942793,0.968875
Charles Bingley,0.901399,0.936437,0.939437,0.508088,0.922406,0.940909,0.891962,0.923141,0.927059,0.977986,0.932277,1.0,0.775373,0.927788,0.969821,0.905919,0.935472,0.936848,0.59926,0.931901,0.933779,0.929281,0.936745,0.972596,0.921212,0.942499,0.912345,0.936384,0.983392,0.945784,0.929482,0.926394,0.943838,0.969405,0.957739,0.939312,0.904519,0.943713,0.935881,0.888223,0.935098,0.935319,0.973312,0.940277,0.912483,0.934104,0.939841,0.942398,0.923623,0.897832,0.925328,0.952417,0.799487,0.88959,0.872655,0.89156,0.932539,0.951137,0.803394,0.93054,0.916075,0.904101,0.94256,0.918577,0.936332,0.906545,0.956726,0.943298,0.825745,0.80164,0.935192,0.935517,0.846598,0.939215,0.94124,0.863546,0.923984,0.914038,0.97337,0.910008,0.871774,0.91374,0.927744,0.902495,0.96188,0.938336,0.860521,0.825798,0.925966,0.905961,0.8932,0.930784,0.85116,0.918132,0.822023,0.929289,0.829236,0.943158,0.875535,0.94058,0.930652,0.938221,0.882376,0.917816,0.847798,0.936692,0.902762,0.977716,0.939694,0.93857
Charles Hayter,0.784918,0.772252,0.819804,0.485446,0.753993,0.75163,0.830052,0.790571,0.852497,0.764039,0.756405,0.775373,1.0,0.846979,0.771946,0.739368,0.758995,0.732633,0.530429,0.764892,0.770802,0.760011,0.761445,0.760934,0.819583,0.765987,0.745096,0.756285,0.768849,0.775485,0.767571,0.771966,0.770965,0.775173,0.757339,0.775112,0.893194,0.775181,0.785499,0.752579,0.749648,0.76074,0.75722,0.763788,0.758125,0.755101,0.762837,0.759352,0.772513,0.724445,0.757864,0.760063,0.620076,0.752622,0.816854,0.863545,0.762712,0.760885,0.703707,0.768722,0.754431,0.7416,0.775881,0.834646,0.769278,0.760477,0.72768,0.745995,0.680524,0.840197,0.761794,0.78769,0.789974,0.776317,0.770431,0.757044,0.764392,0.770494,0.762217,0.829586,0.743122,0.823626,0.75177,0.764683,0.767871,0.762821,0.795645,0.686965,0.763524,0.778158,0.859629,0.770647,0.728935,0.759929,0.725354,0.779445,0.713869,0.784641,0.758056,0.777128,0.778586,0.780172,0.813877,0.743912,0.731664,0.75803,0.754676,0.784838,0.810579,0.768202
Charles Musgrove,0.935117,0.937501,0.974012,0.506829,0.905957,0.941016,0.931134,0.958454,0.969627,0.924191,0.946276,0.927788,0.846979,1.0,0.928961,0.904929,0.935316,0.915764,0.589684,0.948115,0.939194,0.943028,0.936018,0.947063,0.926606,0.947627,0.90861,0.949312,0.940592,0.953499,0.945793,0.934421,0.946999,0.933073,0.914576,0.943391,0.962345,0.95192,0.950697,0.893152,0.943897,0.942402,0.929657,0.93983,0.906989,0.940871,0.947877,0.943205,0.936882,0.87763,0.941602,0.922148,0.746177,0.884227,0.89532,0.948187,0.934901,0.925353,0.812551,0.942192,0.917865,0.904779,0.951302,0.966695,0.928364,0.899687,0.927014,0.934063,0.798445,0.886674,0.94216,0.945003,0.866405,0.944257,0.945506,0.874637,0.924523,0.905303,0.932979,0.941079,0.883361,0.953806,0.923231,0.902193,0.925928,0.946709,0.913923,0.764907,0.927141,0.908176,0.954031,0.946296,0.809604,0.937856,0.828302,0.947244,0.833916,0.933916,0.889731,0.937216,0.928643,0.951216,0.90949,0.896744,0.851536,0.930108,0.93057,0.940612,0.954154,0.953352
Charlotte Lucas,0.906852,0.943529,0.942513,0.535215,0.930179,0.948836,0.883601,0.919343,0.925587,0.973116,0.939368,0.969821,0.771946,0.928961,1.0,0.912803,0.93685,0.944562,0.626352,0.932016,0.936774,0.939942,0.943502,0.971018,0.929538,0.949613,0.920607,0.937781,0.971458,0.947073,0.923337,0.923625,0.948123,0.956113,0.951993,0.945795,0.909145,0.935975,0.936061,0.896166,0.93783,0.931559,0.964688,0.953359,0.906047,0.936512,0.939324,0.941543,0.929881,0.901952,0.928285,0.964278,0.816238,0.895907,0.882056,0.899512,0.945016,0.95023,0.80936,0.93146,0.92417,0.903954,0.948342,0.925663,0.94747,0.909564,0.945729,0.936138,0.814545,0.80535,0.942263,0.933435,0.855439,0.944752,0.942459,0.859716,0.937886,0.926824,0.971461,0.919246,0.88871,0.920325,0.927464,0.90913,0.959295,0.941774,0.862459,0.825383,0.937233,0.913709,0.904354,0.939938,0.865527,0.920922,0.838337,0.936391,0.8367,0.946424,0.880232,0.936244,0.928842,0.935884,0.884268,0.91546,0.847022,0.943472,0.901928,0.976062,0.935583,0.933148
Charlotte Palmer,0.889121,0.917192,0.91931,0.54634,0.875688,0.929384,0.83487,0.891864,0.894417,0.911757,0.925832,0.905919,0.739368,0.904929,0.912803,1.0,0.912917,0.888119,0.599767,0.907146,0.91461,0.917531,0.930588,0.921928,0.882138,0.925758,0.913688,0.919551,0.904839,0.923376,0.888019,0.902611,0.912881,0.89111,0.895073,0.919625,0.884004,0.905668,0.912243,0.874998,0.912836,0.90634,0.911192,0.924359,0.89016,0.904795,0.903135,0.919089,0.910477,0.870558,0.915138,0.906902,0.759855,0.915074,0.847197,0.874019,0.922615,0.909437,0.839111,0.904531,0.919835,0.872968,0.924489,0.904887,0.923538,0.898239,0.898857,0.90372,0.757066,0.77101,0.916467,0.900292,0.826477,0.920086,0.917897,0.833087,0.926901,0.90278,0.918246,0.903466,0.866124,0.904164,0.921986,0.90093,0.922605,0.92546,0.851206,0.772528,0.935429,0.893641,0.881844,0.927851,0.807929,0.924654,0.811372,0.913866,0.846428,0.913352,0.854404,0.901496,0.932462,0.911667,0.860385,0.865953,0.848825,0.950092,0.887376,0.91552,0.896318,0.908729
Colonel Brandon,0.919678,0.948151,0.950967,0.550764,0.909438,0.9552,0.896456,0.943953,0.933858,0.933984,0.949928,0.935472,0.758995,0.935316,0.93685,0.912917,1.0,0.931086,0.591009,0.955968,0.978375,0.951277,0.983524,0.957882,0.91653,0.956916,0.945539,0.955112,0.954739,0.957086,0.947038,0.938208,0.958288,0.944676,0.92416,0.951473,0.905916,0.956116,0.950199,0.895081,0.950333,0.946609,0.941744,0.9511,0.949595,0.952982,0.953609,0.982172,0.934775,0.865804,0.945961,0.932495,0.751406,0.912024,0.875048,0.895848,0.965897,0.929412,0.847803,0.946157,0.972054,0.887854,0.955943,0.921778,0.934623,0.903224,0.935157,0.938494,0.787245,0.801003,0.94406,0.944562,0.857069,0.953312,0.950597,0.863975,0.929815,0.912836,0.94154,0.91212,0.888073,0.924957,0.967369,0.944981,0.938543,0.950366,0.866066,0.76334,0.972573,0.921449,0.900241,0.950636,0.812426,0.928465,0.830747,0.948009,0.836669,0.952089,0.907138,0.946348,0.958108,0.956023,0.896663,0.904456,0.854346,0.96309,0.92593,0.947802,0.946514,0.954973
Colonel Fitzwilliam,0.898925,0.922475,0.927025,0.473745,0.893186,0.936298,0.865818,0.923841,0.910473,0.940729,0.933202,0.936848,0.732633,0.915764,0.944562,0.888119,0.931086,1.0,0.571216,0.929426,0.919482,0.926959,0.922194,0.95756,0.897059,0.934841,0.890047,0.934127,0.958974,0.936337,0.924081,0.909805,0.934569,0.937298,0.931381,0.928481,0.877016,0.931774,0.926492,0.858144,0.932994,0.922847,0.931317,0.929103,0.877308,0.927474,0.935277,0.932201,0.907653,0.874247,0.917639,0.940948,0.744759,0.86154,0.828962,0.865218,0.915113,0.921163,0.769979,0.917518,0.902321,0.89035,0.93828,0.898837,0.916675,0.87901,0.941631,0.927375,0.803686,0.771186,0.929698,0.920289,0.810752,0.927855,0.923641,0.849897,0.91286,0.878879,0.936527,0.888448,0.85986,0.899137,0.905573,0.864216,0.935317,0.932842,0.831343,0.788496,0.909282,0.869459,0.880233,0.919382,0.806704,0.902209,0.804161,0.923671,0.793551,0.921822,0.847369,0.920291,0.91057,0.924411,0.853147,0.910381,0.817089,0.92322,0.903264,0.941299,0.920852,0.934358
Dr. Grant,0.597668,0.611375,0.590887,0.432821,0.60241,0.603494,0.567579,0.548152,0.583824,0.604048,0.569583,0.59926,0.530429,0.589684,0.626352,0.599767,0.591009,0.571216,1.0,0.598822,0.594115,0.585341,0.598473,0.574678,0.606143,0.592349,0.628257,0.597721,0.583415,0.592507,0.548195,0.573216,0.591232,0.575231,0.600003,0.589649,0.604767,0.594181,0.578919,0.61436,0.558075,0.567853,0.58161,0.612784,0.613553,0.567984,0.55771,0.572238,0.620467,0.601291,0.61575,0.601212,0.519124,0.634808,0.609271,0.597436,0.597162,0.596067,0.580961,0.598384,0.599921,0.565845,0.630998,0.609301,0.638642,0.623508,0.559507,0.566037,0.515575,0.594086,0.608022,0.631296,0.607077,0.613363,0.612162,0.59727,0.615086,0.651672,0.618191,0.642897,0.593467,0.62116,0.617862,0.632231,0.609961,0.63281,0.604223,0.565959,0.62364,0.616643,0.629844,0.638071,0.616416,0.607011,0.618832,0.592062,0.615308,0.607986,0.585651,0.578459,0.625215,0.607463,0.597537,0.573779,0.620291,0.608797,0.583579,0.605252,0.581795,0.591244
Edmund Bertram,0.920265,0.947655,0.963315,0.521089,0.908388,0.958877,0.892245,0.957676,0.942197,0.935878,0.966621,0.931901,0.764892,0.948115,0.932016,0.907146,0.955968,0.929426,0.598822,1.0,0.971823,0.96147,0.962669,0.963778,0.909918,0.968328,0.943227,0.989898,0.954785,0.967965,0.961498,0.946038,0.966644,0.944687,0.921329,0.962244,0.918609,0.986078,0.963613,0.889742,0.964632,0.957516,0.9439,0.957625,0.927538,0.959412,0.965156,0.96746,0.962591,0.878003,0.974855,0.929221,0.74848,0.889356,0.869203,0.907075,0.961252,0.930991,0.810081,0.973293,0.939019,0.904736,0.987161,0.93421,0.93935,0.899585,0.937506,0.94304,0.798602,0.798727,0.949993,0.967635,0.843984,0.952253,0.955946,0.880988,0.930054,0.912286,0.936411,0.914605,0.876806,0.925502,0.943457,0.924757,0.936739,0.976058,0.872541,0.750368,0.943362,0.913324,0.906062,0.975771,0.788599,0.953473,0.857733,0.950501,0.833405,0.948072,0.91473,0.949386,0.934522,0.981562,0.889454,0.898543,0.892821,0.943462,0.960886,0.943784,0.949523,0.982471
Edward Ferrars,0.915799,0.946554,0.95728,0.583592,0.913648,0.954161,0.895463,0.947412,0.937837,0.935865,0.955379,0.933779,0.770802,0.939194,0.936774,0.91461,0.978375,0.919482,0.594115,0.971823,1.0,0.953753,0.987581,0.960331,0.921819,0.961783,0.955213,0.965184,0.954274,0.960208,0.951645,0.943012,0.96143,0.945245,0.924769,0.957851,0.915832,0.9671,0.957092,0.896666,0.953408,0.949784,0.944764,0.954067,0.954257,0.95401,0.954419,0.979198,0.949131,0.871592,0.952897,0.929494,0.761473,0.908547,0.883564,0.906842,0.985219,0.931953,0.843484,0.957243,0.967773,0.898858,0.964929,0.932067,0.934771,0.901186,0.92765,0.935179,0.791029,0.805594,0.941677,0.950251,0.860213,0.950934,0.951262,0.869349,0.926973,0.916688,0.939302,0.917016,0.88129,0.927206,0.969531,0.96686,0.937872,0.957155,0.872572,0.756416,0.971432,0.925224,0.904735,0.959816,0.806724,0.938645,0.842882,0.947803,0.84003,0.954733,0.94486,0.949766,0.94848,0.965296,0.899138,0.896806,0.872248,0.952818,0.935319,0.948157,0.948749,0.96313
Eleanor Tilney,0.916771,0.948434,0.96125,0.521415,0.913863,0.958595,0.878026,0.951024,0.936189,0.943712,0.98916,0.929281,0.760011,0.943028,0.939942,0.917531,0.951277,0.926959,0.585341,0.96147,0.953753,1.0,0.962319,0.967802,0.91188,0.966092,0.924867,0.969701,0.949754,0.962372,0.967912,0.967396,0.95867,0.936743,0.928395,0.960807,0.91717,0.960982,0.982729,0.903826,0.975895,0.967204,0.948809,0.961709,0.914577,0.951196,0.970649,0.965358,0.946236,0.893953,0.95399,0.942936,0.753688,0.889366,0.8665,0.910336,0.956511,0.937142,0.824141,0.951513,0.942153,0.906305,0.967455,0.933541,0.944356,0.918824,0.932744,0.946638,0.789052,0.798643,0.950575,0.94178,0.839957,0.950942,0.953194,0.861888,0.954201,0.920332,0.944393,0.91958,0.894776,0.926347,0.942823,0.917307,0.9419,0.963934,0.874073,0.774168,0.946714,0.941714,0.903578,0.958967,0.800956,0.953422,0.834096,0.950219,0.856119,0.945177,0.894677,0.939992,0.928386,0.959228,0.882781,0.892179,0.865303,0.945049,0.933626,0.944784,0.942558,0.962937
Elinor Dashwood,0.916583,0.951526,0.959451,0.577464,0.919148,0.960135,0.890442,0.944348,0.935609,0.946139,0.959864,0.936745,0.761445,0.936018,0.943502,0.930588,0.983524,0.922194,0.598473,0.962669,0.987581,0.962319,1.0,0.965475,0.926872,0.964363,0.961518,0.964759,0.95324,0.958137,0.945499,0.940513,0.959139,0.942975,0.935133,0.96029,0.915273,0.959199,0.954987,0.904413,0.954477,0.949731,0.953657,0.960548,0.957797,0.952226,0.952014,0.988289,0.948597,0.882308,0.954459,0.937943,0.773837,0.926241,0.89023,0.908887,0.986451,0.941005,0.869259,0.955506,0.98764,0.90597,0.964915,0.937119,0.943853,0.904654,0.928842,0.938579,0.782529,0.80355,0.943718,0.944019,0.859568,0.952721,0.951575,0.859821,0.938254,0.925092,0.94868,0.924861,0.889071,0.933967,0.982908,0.967512,0.945756,0.958259,0.877762,0.7782,0.985976,0.93311,0.908678,0.963344,0.818894,0.94376,0.845534,0.951116,0.854017,0.956845,0.922937,0.9433,0.955698,0.960659,0.898432,0.898875,0.877495,0.967872,0.929205,0.950742,0.946291,0.958053
