character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Isabella Knightley,0.905519,0.943739,0.94511,0.927222,0.84803,0.925834,0.935257,0.940807,0.941166,0.930163,0.937317,0.933067,0.942147,0.935718,0.918852,0.908206,0.942236,0.937374,0.939599,0.946435,0.943235,0.939304,0.953536,0.908092,0.945762,0.936514,0.942204,0.799036,0.93037,0.946354,0.939805,0.905368,0.949299,0.800236,0.930137,0.937344,1.0,0.93778,0.924203,0.936063,0.943484,0.924905,0.921083,0.944331,0.92909,0.941886,0.924426,0.818145,0.937635,0.920273,0.926911,0.95101,0.93527,0.91561,0.931743,0.948952,0.877248,0.943318,0.939368,0.930727,0.920788,0.936883,0.896427,0.89771,0.91011,0.89615,0.93999,0.950951,0.909771,0.928625,0.896303,0.935853,0.927597,0.862094,0.923069,0.939739,0.804341,0.934708,0.919944,0.665308,0.875833,0.94598,0.920668,0.93076,0.92263,0.93144,0.939748,0.939677,0.90493,0.934837,0.939796,0.917356,0.92903,0.76158,0.899098,0.911563,0.921719,0.911294
Isabella Thorpe,0.953188,0.978667,0.98019,0.968202,0.874147,0.960107,0.971526,0.979263,0.982091,0.971719,0.972038,0.976153,0.967368,0.965739,0.954248,0.934307,0.983695,0.97102,0.987128,0.979424,0.985103,0.966494,0.985052,0.92355,0.985547,0.981012,0.981931,0.833239,0.965958,0.982341,0.97416,0.930649,0.983283,0.809413,0.984564,0.985583,0.93778,1.0,0.961593,0.983273,0.975251,0.949378,0.979759,0.975902,0.97442,0.973683,0.975029,0.817361,0.957255,0.950688,0.961438,0.980167,0.977296,0.941147,0.971426,0.981012,0.910452,0.986925,0.970189,0.967103,0.96491,0.976271,0.94575,0.930751,0.962269,0.91536,0.972266,0.975939,0.946141,0.969545,0.937911,0.979544,0.944924,0.890158,0.967855,0.972211,0.836645,0.977257,0.967845,0.702329,0.91201,0.97606,0.942012,0.971743,0.951933,0.964658,0.967553,0.976841,0.952025,0.970579,0.982826,0.930135,0.972631,0.80238,0.916534,0.958906,0.942481,0.960442
James Morland,0.908684,0.947855,0.95588,0.921245,0.872172,0.944687,0.96104,0.956067,0.973069,0.9528,0.94112,0.95291,0.947098,0.956544,0.942065,0.922987,0.959152,0.957534,0.964545,0.965682,0.96769,0.937085,0.958686,0.904488,0.96852,0.961683,0.959248,0.821325,0.952256,0.956829,0.954515,0.915059,0.957175,0.774425,0.952227,0.959854,0.924203,0.961593,1.0,0.957478,0.946725,0.922575,0.948244,0.964577,0.949122,0.963505,0.945531,0.834384,0.959859,0.937689,0.940618,0.962263,0.952312,0.930655,0.954489,0.962654,0.893394,0.957411,0.942463,0.924372,0.950195,0.957192,0.90357,0.929479,0.940509,0.890071,0.945087,0.945955,0.923829,0.957093,0.902222,0.953107,0.914184,0.876704,0.945942,0.948799,0.814343,0.956355,0.938363,0.662516,0.898163,0.957416,0.9229,0.934946,0.926204,0.937843,0.953475,0.94241,0.923453,0.95857,0.962324,0.907278,0.947084,0.793146,0.929893,0.931693,0.914294,0.933357
Jane Bennet,0.940784,0.979822,0.981799,0.957187,0.867283,0.958972,0.973866,0.982089,0.979804,0.968341,0.967796,0.983862,0.96053,0.974662,0.962931,0.930084,0.98157,0.972323,0.982113,0.984883,0.994546,0.964075,0.985911,0.916066,0.985144,0.991257,0.979437,0.832199,0.966366,0.982271,0.985744,0.935637,0.982232,0.819632,0.977599,0.979951,0.936063,0.983273,0.957478,1.0,0.973574,0.952726,0.966932,0.979935,0.972072,0.975286,0.98243,0.811468,0.956003,0.96303,0.960222,0.982621,0.976156,0.945641,0.97089,0.983417,0.914302,0.983028,0.968685,0.960319,0.960017,0.984356,0.958946,0.940878,0.959617,0.9173,0.970064,0.969694,0.943544,0.963683,0.935013,0.985725,0.938491,0.906982,0.963632,0.976726,0.840664,0.987968,0.966269,0.714347,0.907307,0.973472,0.94095,0.966179,0.946146,0.968716,0.96181,0.97392,0.954236,0.965252,0.982128,0.931749,0.971625,0.795445,0.922189,0.964403,0.943725,0.949402
Jane Fairfax,0.952592,0.988259,0.982574,0.97995,0.855003,0.956797,0.972352,0.973124,0.97021,0.966865,0.971618,0.971836,0.964264,0.971034,0.954489,0.927078,0.979508,0.971073,0.976935,0.981438,0.977066,0.975922,0.988565,0.933333,0.977473,0.975091,0.986969,0.808605,0.962383,0.986367,0.970584,0.933943,0.984678,0.820291,0.976997,0.975817,0.943484,0.975251,0.946725,0.973574,1.0,0.95925,0.967507,0.976414,0.969291,0.970287,0.970446,0.799811,0.956593,0.95755,0.956449,0.979447,0.967709,0.936294,0.970445,0.978834,0.906343,0.979932,0.969948,0.980403,0.957305,0.969535,0.949205,0.925282,0.94772,0.933601,0.982525,0.98123,0.940224,0.958348,0.950847,0.97406,0.947179,0.898539,0.969864,0.977583,0.826699,0.971377,0.960463,0.715863,0.901183,0.977905,0.934926,0.973224,0.95223,0.973619,0.952691,0.983645,0.946622,0.965176,0.979541,0.943705,0.966648,0.797617,0.913647,0.958941,0.954829,0.952796
John Dashwood,0.938122,0.957715,0.960699,0.950866,0.832147,0.937496,0.952619,0.948478,0.948572,0.943287,0.954636,0.945136,0.943111,0.953298,0.943987,0.918925,0.96177,0.95544,0.954728,0.962779,0.954639,0.951669,0.960438,0.911936,0.956361,0.951185,0.961033,0.788519,0.954309,0.959763,0.95165,0.915138,0.95557,0.803099,0.95718,0.952737,0.924905,0.949378,0.922575,0.952726,0.95925,1.0,0.949854,0.957716,0.948838,0.956546,0.949433,0.774116,0.933077,0.942068,0.936499,0.961635,0.948951,0.918184,0.952063,0.95818,0.886513,0.963605,0.948726,0.945924,0.935178,0.949109,0.93542,0.912165,0.931624,0.930155,0.960807,0.951452,0.927072,0.935448,0.912326,0.950156,0.929531,0.877563,0.948144,0.966027,0.795938,0.951169,0.939521,0.68926,0.880204,0.961435,0.912173,0.959628,0.938599,0.955452,0.931005,0.954755,0.93947,0.945871,0.962161,0.93118,0.938295,0.804429,0.901545,0.931859,0.932385,0.933894
John Thorpe,0.961039,0.967912,0.969523,0.96755,0.853582,0.959164,0.967863,0.969095,0.975428,0.965157,0.965541,0.96755,0.962424,0.954297,0.951964,0.927542,0.977597,0.965097,0.978067,0.969621,0.973351,0.956595,0.971508,0.912429,0.975152,0.966645,0.978648,0.821285,0.963411,0.972719,0.964143,0.925409,0.970309,0.790513,0.980262,0.978604,0.921083,0.979759,0.948244,0.966932,0.967507,0.949854,1.0,0.969115,0.972104,0.968895,0.968858,0.785063,0.948257,0.939656,0.949056,0.965707,0.975161,0.929642,0.970817,0.969865,0.892202,0.980418,0.961437,0.959774,0.961659,0.96381,0.944593,0.926072,0.960542,0.914607,0.97523,0.96462,0.94166,0.964546,0.926921,0.973418,0.941439,0.87926,0.96093,0.96458,0.808778,0.964601,0.959957,0.692567,0.911293,0.97809,0.919144,0.968489,0.946922,0.956031,0.94476,0.968291,0.934585,0.975373,0.978376,0.931884,0.963615,0.801068,0.916335,0.939232,0.928967,0.966304
John Willoughby,0.941358,0.977881,0.984695,0.955721,0.885295,0.970824,0.985752,0.972853,0.985806,0.969445,0.967398,0.972374,0.97033,0.983282,0.96298,0.933593,0.980789,0.986453,0.980941,0.99289,0.987083,0.965942,0.986173,0.917658,0.986809,0.982725,0.986096,0.840723,0.973202,0.983787,0.977626,0.940626,0.983203,0.810609,0.973211,0.98055,0.944331,0.975902,0.964577,0.979935,0.976414,0.957716,0.969115,1.0,0.969499,0.979212,0.967486,0.826646,0.971928,0.965562,0.963162,0.988196,0.973175,0.956907,0.974081,0.991795,0.91672,0.981693,0.96949,0.955463,0.959291,0.976538,0.938187,0.947503,0.962481,0.921812,0.976706,0.971187,0.948155,0.969598,0.931659,0.97046,0.942561,0.910804,0.967089,0.981843,0.826248,0.973651,0.959353,0.697752,0.912108,0.983671,0.938313,0.961047,0.946838,0.971114,0.956623,0.973072,0.953305,0.981306,0.982113,0.940918,0.967671,0.800245,0.945963,0.946896,0.946545,0.95277
Julia Bertram,0.94731,0.972255,0.97292,0.963795,0.856818,0.952588,0.968512,0.972524,0.974721,0.968116,0.962378,0.969698,0.957844,0.958511,0.953384,0.929095,0.981411,0.964565,0.974965,0.972671,0.976629,0.958558,0.975101,0.9196,0.980404,0.972784,0.977038,0.830474,0.969894,0.975556,0.972093,0.932864,0.975213,0.813319,0.979634,0.977419,0.92909,0.97442,0.949122,0.972072,0.969291,0.948838,0.972104,0.969499,1.0,0.974188,0.967036,0.796316,0.947757,0.947548,0.954012,0.970062,0.968277,0.932617,0.979062,0.972983,0.905632,0.983282,0.96164,0.955884,0.953332,0.964111,0.945262,0.934486,0.967847,0.919542,0.970996,0.966182,0.949196,0.963745,0.935557,0.969713,0.941651,0.887266,0.955824,0.972227,0.812055,0.970582,0.966714,0.708271,0.90707,0.969629,0.92156,0.97401,0.949339,0.957016,0.950384,0.972975,0.936008,0.965792,0.980775,0.938367,0.965719,0.814823,0.912172,0.938805,0.939889,0.959851
Lady Bertram,0.938475,0.971752,0.975877,0.951945,0.871633,0.959298,0.978149,0.973676,0.986156,0.968228,0.965973,0.971113,0.966488,0.969845,0.95804,0.935968,0.986417,0.974303,0.978245,0.982293,0.982787,0.959878,0.977139,0.924624,0.989463,0.975032,0.979926,0.833199,0.973155,0.975166,0.974174,0.931183,0.977181,0.808229,0.976533,0.979091,0.941886,0.973683,0.963505,0.975286,0.970287,0.956546,0.968895,0.979212,0.974188,1.0,0.967813,0.818054,0.96673,0.954196,0.96016,0.978797,0.976425,0.952884,0.982435,0.979688,0.899566,0.981553,0.967724,0.95189,0.963269,0.971359,0.935072,0.941836,0.966145,0.91855,0.975286,0.966101,0.950386,0.974636,0.931152,0.973037,0.938208,0.905306,0.961315,0.975391,0.817538,0.972832,0.966086,0.70254,0.91309,0.980566,0.933853,0.975532,0.955845,0.960815,0.95788,0.965613,0.939767,0.973291,0.987563,0.936399,0.963723,0.828676,0.932715,0.943087,0.932332,0.96621
Lady Catherine de Bourgh,0.947066,0.974787,0.973512,0.966288,0.846859,0.952839,0.962988,0.980844,0.967996,0.962768,0.967857,0.975632,0.953097,0.961329,0.958711,0.920112,0.977031,0.96403,0.974669,0.974432,0.983746,0.964968,0.977049,0.919849,0.9746,0.978776,0.974341,0.810303,0.957449,0.975318,0.976914,0.926921,0.973758,0.807653,0.976366,0.973359,0.924426,0.975029,0.945531,0.98243,0.970446,0.949433,0.968858,0.967486,0.967036,0.967813,1.0,0.773469,0.939012,0.952504,0.950644,0.970464,0.969992,0.928787,0.964715,0.971655,0.898892,0.977185,0.965399,0.963118,0.953687,0.973597,0.959241,0.9239,0.946769,0.918008,0.969115,0.9639,0.934721,0.9522,0.933133,0.986218,0.934807,0.891586,0.961579,0.971318,0.825093,0.9811,0.960483,0.710028,0.900722,0.969988,0.918827,0.968631,0.943043,0.963341,0.947406,0.970048,0.941954,0.95858,0.978449,0.93374,0.965928,0.809319,0.907226,0.967779,0.940972,0.951075
Lady Lucas,0.743983,0.793648,0.808939,0.76378,0.799789,0.80629,0.812246,0.817119,0.829403,0.823694,0.784062,0.818984,0.819293,0.808089,0.778315,0.802034,0.806949,0.823097,0.812757,0.816464,0.823041,0.779068,0.819957,0.789435,0.83125,0.82458,0.809189,0.728094,0.812234,0.809775,0.812592,0.793421,0.824356,0.676571,0.805788,0.803053,0.818145,0.817361,0.834384,0.811468,0.799811,0.774116,0.785063,0.826646,0.796316,0.818054,0.773469,1.0,0.860043,0.792066,0.797412,0.825817,0.819765,0.827291,0.804255,0.82632,0.821672,0.819894,0.785983,0.783288,0.801922,0.836815,0.738836,0.828071,0.793936,0.734721,0.785078,0.807783,0.783197,0.812182,0.74442,0.798548,0.77362,0.739243,0.796578,0.791821,0.721926,0.81086,0.776419,0.49031,0.744149,0.80237,0.786811,0.782822,0.768716,0.790361,0.857669,0.801361,0.791603,0.8051,0.811214,0.752182,0.816426,0.611775,0.785465,0.786582,0.763852,0.774273
Lady Middleton,0.917829,0.95229,0.961266,0.928744,0.868011,0.953823,0.965893,0.956362,0.972178,0.959437,0.945296,0.955013,0.965477,0.95777,0.938083,0.930976,0.95773,0.965193,0.95927,0.971255,0.965746,0.941836,0.965324,0.912221,0.970973,0.961282,0.965933,0.818056,0.956625,0.963552,0.954442,0.912465,0.963144,0.776338,0.951576,0.958378,0.937635,0.957255,0.959859,0.956003,0.956593,0.933077,0.948257,0.971928,0.947757,0.96673,0.939012,0.860043,1.0,0.943165,0.940447,0.97067,0.961252,0.942646,0.954344,0.96821,0.901276,0.961753,0.947093,0.936641,0.947661,0.965122,0.903452,0.931276,0.940057,0.896743,0.959025,0.954453,0.928705,0.957953,0.911687,0.951049,0.922801,0.891521,0.952421,0.952632,0.820181,0.953307,0.940266,0.656505,0.89573,0.969805,0.923638,0.939298,0.931922,0.944998,0.957722,0.949847,0.928101,0.967105,0.963285,0.913797,0.950167,0.780341,0.932644,0.928563,0.914671,0.933957
Lady Russell,0.929006,0.958781,0.970815,0.940168,0.850778,0.947434,0.965208,0.953709,0.952793,0.947071,0.959835,0.962538,0.94425,0.956113,0.944016,0.910383,0.956842,0.96037,0.9551,0.967926,0.963266,0.958295,0.965314,0.900774,0.960585,0.960877,0.963382,0.814293,0.951678,0.964441,0.956808,0.916906,0.960809,0.833723,0.951971,0.949707,0.920273,0.950688,0.937689,0.96303,0.95755,0.942068,0.939656,0.965562,0.947548,0.954196,0.952504,0.792066,0.943165,1.0,0.945744,0.965202,0.948094,0.93043,0.949471,0.964971,0.901873,0.96012,0.965094,0.935291,0.937308,0.962676,0.930032,0.927915,0.935045,0.924449,0.954708,0.948888,0.917567,0.940199,0.910924,0.955232,0.931832,0.883235,0.954207,0.96143,0.815914,0.958878,0.944864,0.70441,0.867799,0.957659,0.918114,0.943002,0.919475,0.965242,0.944619,0.954908,0.932997,0.956083,0.963251,0.947061,0.947943,0.766816,0.904573,0.945481,0.948241,0.921979
Louisa Musgrove,0.94347,0.963555,0.971641,0.942999,0.874893,0.948427,0.967819,0.953734,0.960869,0.94414,0.972596,0.952498,0.942428,0.953221,0.934926,0.910991,0.964376,0.954229,0.963525,0.965671,0.964062,0.950945,0.96875,0.903427,0.965635,0.960138,0.965038,0.828495,0.942312,0.964413,0.952773,0.91088,0.968253,0.838976,0.956659,0.963169,0.926911,0.961438,0.940618,0.960222,0.956449,0.936499,0.949056,0.963162,0.954012,0.96016,0.950644,0.797412,0.940447,0.945744,1.0,0.964145,0.956251,0.93673,0.954712,0.965449,0.886647,0.960948,0.967749,0.943652,0.946875,0.952103,0.926249,0.917785,0.945782,0.917591,0.956528,0.958727,0.933069,0.954621,0.921262,0.956019,0.930917,0.88099,0.952353,0.960567,0.81343,0.95349,0.947832,0.74465,0.894431,0.960124,0.922161,0.953363,0.937523,0.958093,0.934736,0.95796,0.934646,0.952765,0.960398,0.933175,0.941884,0.797124,0.907134,0.934085,0.937732,0.941389
Lucy Steele,0.944493,0.981955,0.986423,0.961785,0.875756,0.964915,0.978802,0.975556,0.981852,0.970398,0.971809,0.975156,0.973491,0.980547,0.961651,0.938004,0.981049,0.983737,0.980403,0.99304,0.986049,0.972378,0.989684,0.93143,0.986418,0.982934,0.98386,0.829643,0.967489,0.986499,0.976732,0.933397,0.986954,0.817901,0.974046,0.979064,0.95101,0.980167,0.962263,0.982621,0.979447,0.961635,0.965707,0.988196,0.970062,0.978797,0.970464,0.825817,0.97067,0.965202,0.964145,1.0,0.971756,0.954941,0.971979,0.990145,0.914334,0.981981,0.97285,0.963272,0.963917,0.97673,0.940833,0.937864,0.956953,0.926095,0.975523,0.97578,0.945994,0.967163,0.938861,0.974209,0.944884,0.909573,0.971936,0.982594,0.843273,0.976411,0.963307,0.696396,0.905489,0.984308,0.94422,0.96598,0.946431,0.972151,0.964975,0.976843,0.956393,0.975325,0.982192,0.940408,0.970979,0.793956,0.939195,0.956866,0.951387,0.950023
Lydia Bennet,0.950964,0.966623,0.970772,0.957224,0.871102,0.956286,0.970821,0.977855,0.976645,0.96846,0.967298,0.974421,0.966729,0.959316,0.94958,0.928098,0.976765,0.965943,0.973774,0.972865,0.979907,0.957054,0.974012,0.917044,0.980432,0.972717,0.976508,0.825917,0.964452,0.971654,0.969443,0.926638,0.972237,0.809868,0.976472,0.971276,0.93527,0.977296,0.952312,0.976156,0.967709,0.948951,0.975161,0.973175,0.968277,0.976425,0.969992,0.819765,0.961252,0.948094,0.956251,0.971756,1.0,0.946835,0.972365,0.972128,0.901325,0.98015,0.964261,0.956477,0.957786,0.977141,0.943914,0.936319,0.958996,0.910911,0.970247,0.967492,0.947585,0.968879,0.928549,0.980327,0.938957,0.886374,0.959802,0.96559,0.822988,0.971668,0.963783,0.701,0.912257,0.979567,0.934509,0.96865,0.952447,0.956639,0.95833,0.964112,0.940605,0.971611,0.978173,0.935921,0.960714,0.811372,0.916469,0.94678,0.930653,0.963432
Margaret Dashwood,0.902152,0.942195,0.945833,0.911826,0.875134,0.936882,0.949523,0.940605,0.954189,0.929095,0.934861,0.941681,0.938736,0.944183,0.913465,0.892455,0.940252,0.95334,0.945126,0.960622,0.949831,0.922117,0.950495,0.886921,0.951888,0.942069,0.94514,0.822535,0.934431,0.944616,0.938378,0.899879,0.95532,0.789641,0.935657,0.942015,0.91561,0.941147,0.930655,0.945641,0.936294,0.918184,0.929642,0.956907,0.932617,0.952884,0.928787,0.827291,0.942646,0.93043,0.93673,0.954941,0.946835,1.0,0.937921,0.962456,0.864258,0.944183,0.940229,0.920416,0.925905,0.940082,0.900392,0.925827,0.925377,0.87816,0.941714,0.93277,0.906398,0.940111,0.892688,0.936787,0.913998,0.887434,0.930679,0.947984,0.822376,0.936082,0.928541,0.667972,0.872779,0.953459,0.908158,0.922383,0.909282,0.935567,0.928385,0.934947,0.920477,0.950501,0.943984,0.909554,0.931015,0.775885,0.904054,0.908694,0.903978,0.916967
Maria Bertram,0.941013,0.971116,0.973868,0.95847,0.864,0.9571,0.973981,0.971285,0.979553,0.965589,0.962337,0.967767,0.958877,0.96598,0.957526,0.930321,0.986001,0.969391,0.976904,0.975191,0.977601,0.960278,0.974905,0.92124,0.98491,0.971972,0.978836,0.825355,0.971255,0.974009,0.969235,0.938989,0.974427,0.796435,0.978383,0.9757,0.931743,0.971426,0.954489,0.97089,0.970445,0.952063,0.970817,0.974081,0.979062,0.982435,0.964715,0.804255,0.954344,0.949471,0.954712,0.971979,0.972365,0.937921,1.0,0.975426,0.910715,0.982492,0.963433,0.953095,0.958382,0.965557,0.936866,0.938287,0.968588,0.91816,0.970881,0.961762,0.956358,0.964996,0.93212,0.967423,0.937924,0.894575,0.956206,0.970896,0.812015,0.969872,0.966346,0.698154,0.909768,0.972241,0.929235,0.972358,0.948575,0.957027,0.94895,0.967534,0.935941,0.967831,0.986973,0.937224,0.964954,0.819588,0.926034,0.937764,0.937056,0.963215
Marianne Dashwood,0.94356,0.982065,0.98821,0.960061,0.889438,0.973631,0.985341,0.975523,0.987665,0.9676,0.970897,0.975225,0.971598,0.982788,0.963309,0.933635,0.983359,0.987084,0.984113,0.995061,0.989125,0.969889,0.990298,0.924831,0.988661,0.983451,0.98704,0.843677,0.973321,0.987406,0.978748,0.942071,0.9878,0.806166,0.976945,0.984653,0.948952,0.981012,0.962654,0.983417,0.978834,0.95818,0.969865,0.991795,0.972983,0.979688,0.971655,0.82632,0.96821,0.964971,0.965449,0.990145,0.972128,0.962456,0.975426,1.0,0.919126,0.983801,0.974149,0.961173,0.960055,0.975635,0.941098,0.942739,0.963823,0.921459,0.979013,0.97337,0.944933,0.966583,0.934724,0.972005,0.946767,0.913906,0.967305,0.987224,0.844873,0.977184,0.964327,0.70141,0.910075,0.984223,0.939037,0.962681,0.946584,0.973505,0.9572,0.976997,0.954692,0.980314,0.984009,0.941346,0.970707,0.798649,0.943158,0.946948,0.948147,0.953911
Mary Bennet,0.862766,0.902549,0.911076,0.891575,0.812783,0.901678,0.908278,0.911965,0.909907,0.912879,0.892097,0.913974,0.891869,0.901375,0.906657,0.884767,0.919331,0.913423,0.908526,0.911438,0.921542,0.895902,0.917324,0.858472,0.921135,0.929637,0.912789,0.794946,0.910806,0.920521,0.915184,0.908142,0.914675,0.747848,0.913678,0.90634,0.877248,0.910452,0.893394,0.914302,0.906343,0.886513,0.892202,0.91672,0.905632,0.899566,0.898892,0.821672,0.901276,0.901873,0.886647,0.914334,0.901325,0.864258,0.910715,0.919126,1.0,0.923984,0.88473,0.880288,0.890713,0.922294,0.862638,0.900253,0.904151,0.852273,0.891596,0.904152,0.886335,0.889931,0.85749,0.895534,0.863561,0.821238,0.896323,0.902538,0.782061,0.909234,0.886372,0.612888,0.829076,0.891351,0.862957,0.893092,0.869081,0.896438,0.911422,0.90933,0.89509,0.893505,0.916113,0.860261,0.921616,0.73374,0.86282,0.895003,0.888585,0.870969
Mary Crawford,0.95865,0.98021,0.983508,0.972323,0.871713,0.968577,0.978161,0.979703,0.983512,0.974772,0.974033,0.978938,0.969056,0.969774,0.965926,0.943574,0.991657,0.978128,0.986265,0.983147,0.987685,0.968894,0.986734,0.925157,0.991563,0.98394,0.985722,0.831898,0.979056,0.985341,0.981342,0.945081,0.984623,0.817457,0.99153,0.984544,0.943318,0.986925,0.957411,0.983028,0.979932,0.963605,0.980418,0.981693,0.983282,0.981553,0.977185,0.819894,0.961753,0.96012,0.960948,0.981981,0.98015,0.944183,0.982492,0.983801,0.923984,1.0,0.972039,0.966918,0.964437,0.980394,0.951274,0.943966,0.969372,0.932868,0.978581,0.976006,0.957553,0.967622,0.934887,0.978694,0.953952,0.897576,0.970305,0.978536,0.821319,0.979268,0.974108,0.694825,0.909084,0.981444,0.93699,0.981471,0.95765,0.97094,0.964276,0.97963,0.954509,0.974248,0.991787,0.944453,0.975105,0.808357,0.921061,0.958072,0.95,0.96556
Mary Musgrove,0.956724,0.974858,0.98421,0.961283,0.863416,0.9568,0.974221,0.965511,0.966374,0.953485,0.9859,0.962757,0.959916,0.960568,0.945863,0.915369,0.970842,0.965885,0.971942,0.974877,0.970718,0.972814,0.977821,0.921882,0.971935,0.963043,0.974426,0.812074,0.953219,0.974275,0.963037,0.914417,0.975337,0.838775,0.966436,0.968263,0.939368,0.970189,0.942463,0.968685,0.969948,0.948726,0.961437,0.96949,0.96164,0.967724,0.965399,0.785983,0.947093,0.965094,0.967749,0.97285,0.964261,0.940229,0.963433,0.974149,0.88473,0.972039,1.0,0.963514,0.951433,0.961142,0.943397,0.919774,0.944885,0.935069,0.972725,0.967742,0.934536,0.95523,0.931479,0.96951,0.954409,0.891501,0.963791,0.969829,0.819187,0.96399,0.962396,0.733273,0.890178,0.974145,0.92841,0.964744,0.941431,0.974849,0.946205,0.96927,0.938679,0.96632,0.971951,0.957874,0.953763,0.789675,0.908933,0.946356,0.952549,0.950484
Miss Bates,0.952443,0.979913,0.969954,0.980376,0.830522,0.941474,0.950401,0.962736,0.949263,0.951153,0.964967,0.959727,0.955363,0.949097,0.933058,0.911198,0.964287,0.952287,0.964663,0.963562,0.959785,0.965985,0.97809,0.929989,0.958402,0.956813,0.973344,0.778519,0.942354,0.976229,0.955654,0.908067,0.974791,0.810402,0.967533,0.96001,0.930727,0.967103,0.924372,0.960319,0.980403,0.945924,0.959774,0.955463,0.955884,0.95189,0.963118,0.783288,0.936641,0.935291,0.943652,0.963272,0.956477,0.920416,0.953095,0.961173,0.880288,0.966918,0.963514,1.0,0.943299,0.95526,0.943499,0.897889,0.925364,0.920651,0.974228,0.975423,0.920294,0.941884,0.946799,0.969664,0.94191,0.880898,0.958293,0.962001,0.828053,0.958533,0.950663,0.707646,0.880027,0.965912,0.920193,0.966267,0.937493,0.965392,0.94712,0.978841,0.934841,0.946582,0.96252,0.934446,0.95074,0.790253,0.87991,0.952407,0.942715,0.940599
Mr. Allen,0.931917,0.9599,0.963123,0.945001,0.849088,0.944411,0.957861,0.959623,0.965814,0.953417,0.956415,0.957926,0.946988,0.956781,0.943049,0.920234,0.964851,0.956834,0.969166,0.965064,0.964524,0.950313,0.965338,0.912428,0.966673,0.959614,0.965267,0.811201,0.947104,0.965661,0.953086,0.915087,0.963804,0.805265,0.958368,0.965684,0.920788,0.96491,0.950195,0.960017,0.957305,0.935178,0.961659,0.959291,0.953332,0.963269,0.953687,0.801922,0.947661,0.937308,0.946875,0.963917,0.957786,0.925905,0.958382,0.960055,0.890713,0.964437,0.951433,0.943299,1.0,0.9599,0.926879,0.922571,0.942819,0.904507,0.956542,0.958599,0.929612,0.957604,0.923531,0.960383,0.916504,0.879443,0.955452,0.960415,0.830148,0.957069,0.9512,0.695952,0.882252,0.962548,0.927375,0.954405,0.932735,0.947452,0.950477,0.952303,0.930939,0.952761,0.965455,0.918285,0.951089,0.776381,0.911441,0.940496,0.923866,0.939498
Mr. Bennet,0.938651,0.969561,0.974442,0.955079,0.863697,0.956298,0.968445,0.979892,0.972373,0.97028,0.962799,0.982385,0.960712,0.965463,0.955553,0.936085,0.9755,0.970903,0.97615,0.977799,0.985826,0.957925,0.979724,0.918374,0.979242,0.983636,0.976076,0.819619,0.96295,0.977275,0.974114,0.933718,0.975204,0.813895,0.973976,0.970849,0.936883,0.976271,0.957192,0.984356,0.969535,0.949109,0.96381,0.976538,0.964111,0.971359,0.973597,0.836815,0.965122,0.962676,0.952103,0.97673,0.977141,0.940082,0.965557,0.975635,0.922294,0.980394,0.961142,0.95526,0.9599,1.0,0.947142,0.93993,0.951658,0.91659,0.966609,0.96743,0.939285,0.959058,0.927564,0.982542,0.934733,0.891512,0.962982,0.968774,0.839256,0.979834,0.961444,0.687823,0.900215,0.972395,0.935076,0.96214,0.942047,0.962959,0.968567,0.968864,0.949415,0.964958,0.979545,0.930608,0.969285,0.780565,0.915817,0.966976,0.938916,0.946287
