character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Lady Catherine de Bourgh,0.072885,0.129432,-0.063573,0.222768,-0.2199,-0.074547,-0.212666,0.3812,-0.137187,0.033389,0.080979,0.267367,-0.122775,-0.066797,0.151232,-0.108158,0.107109,-0.093347,0.070714,-0.051812,0.366307,0.08717,0.021645,0.009121,-0.065501,0.259759,-0.043438,-0.141256,-0.104622,0.035962,0.274282,-0.033151,-0.024603,-0.059892,0.21713,0.058723,-0.208648,0.132284,-0.10588,0.389623,0.034386,0.007509,0.159808,-0.202486,0.054304,-0.071736,1.0,-0.346122,-0.338496,0.001394,-0.111408,-0.12641,0.112963,-0.181627,-0.044469,-0.128492,-0.067238,0.099705,0.043441,0.17307,-0.022714,0.195889,0.369827,-0.123744,-0.111321,-0.023138,0.035195,-0.080685,-0.083487,-0.199188,0.039419,0.569777,-0.087098,-0.012914,0.039397,0.072809,-0.005454,0.400833,0.106554,0.013881,-0.02759,-0.054841,-0.176134,0.160952,-0.032039,0.021428,-0.087376,0.068783,-0.000864,-0.149746,0.163059,-0.031316,0.125014,0.081181,-0.172513,0.426305,-0.008843,0.024047
Lady Lucas,-0.33243,-0.265882,-0.14826,-0.332907,0.261845,0.022622,-0.028447,0.023032,0.177622,0.138257,-0.276082,0.065226,0.127642,0.005195,-0.153599,0.109622,-0.187209,0.103936,-0.038237,-0.030364,0.069553,-0.245278,-0.000587,0.080793,0.18704,0.100364,-0.131138,0.097732,0.028914,-0.131225,0.009936,0.05547,0.102736,-0.061964,-0.120389,-0.159748,0.199313,0.029202,0.27401,-0.039506,-0.165213,-0.171843,-0.210382,0.136093,-0.157886,0.053962,-0.346122,1.0,0.447694,-0.072555,-0.041879,0.123829,0.057371,0.236074,-0.086308,0.121972,0.253024,-0.008961,-0.225148,-0.154684,0.030749,0.247234,-0.320067,0.255638,-0.061693,-0.213954,-0.298908,-0.06098,-0.052872,0.068629,-0.190495,-0.166804,-0.100656,-0.034584,-0.075703,-0.25494,0.112643,-0.008504,-0.232956,-0.271948,-0.055574,-0.165953,0.02697,-0.256471,-0.157924,-0.175545,0.424522,-0.132182,0.004258,-0.045177,-0.093751,-0.241414,0.091372,-0.204417,0.09696,-0.064584,-0.18712,-0.180974
Lady Middleton,-0.271317,-0.246035,-0.117657,-0.36189,0.085742,0.142167,0.170536,-0.083076,0.333185,0.167099,-0.247493,-0.041611,0.348114,0.11611,-0.0634,0.155073,-0.248937,0.195002,-0.072454,0.239314,0.035562,-0.192841,-0.028722,0.024773,0.209908,-0.005198,0.059215,-0.007355,0.095201,-0.027172,-0.059829,-0.107107,0.001503,-0.266782,-0.244779,-0.086613,0.176763,-0.088852,0.35381,-0.125806,-0.073359,-0.115443,-0.090927,0.307026,-0.190723,0.21039,-0.338496,0.447694,1.0,-0.006437,-0.092353,0.257585,0.092621,0.202099,-0.056859,0.150841,0.038828,-0.133179,-0.15298,-0.168893,0.096075,0.197314,-0.390154,0.132515,-0.059794,-0.191812,0.025878,-0.071923,-0.034272,0.185607,-0.100001,-0.190224,-0.10674,0.097116,0.060099,-0.177296,0.055691,-0.09064,-0.142457,-0.276129,0.037245,0.247376,0.043043,-0.315028,-0.039636,-0.174428,0.291438,-0.207208,-0.054616,0.290422,-0.016339,-0.235858,0.006371,-0.113829,0.311635,-0.133152,-0.275452,-0.120665
Lady Russell,-0.036409,-0.027136,0.253282,-0.092016,-0.046829,0.047319,0.188137,-0.108079,-0.220002,-0.063378,0.143609,0.169027,-0.055103,0.071192,0.060173,-0.066117,-0.209163,0.111817,-0.191709,0.130852,-0.04445,0.160915,0.00419,-0.0885,-0.148426,0.017545,-0.022357,-0.002667,0.033324,0.048224,-0.001663,-0.010366,-0.074347,0.218361,-0.171663,-0.305924,-0.076028,-0.259268,-0.039766,0.077332,-0.01131,0.070287,-0.251768,0.119609,-0.134909,-0.119249,0.001394,-0.072555,-0.006437,1.0,0.02633,0.08731,-0.149219,0.034126,-0.121748,0.054279,0.096429,-0.112246,0.273895,-0.160794,-0.114429,0.163713,0.045658,0.096578,-0.090531,0.189859,-0.046243,-0.143831,-0.146965,-0.176564,-0.117632,-0.042247,0.047799,0.008028,0.105075,0.09824,-0.006699,0.044852,0.014156,0.028833,-0.256789,-0.069243,-0.005795,-0.163507,-0.213999,0.296297,0.066235,-0.036081,0.029213,0.074469,-0.001676,0.299951,-0.039146,-0.163204,-0.052361,0.163871,0.263667,-0.268439
Louisa Musgrove,0.122814,0.029375,0.195969,-0.10931,0.146315,0.015694,0.190765,-0.194567,-0.060943,-0.188724,0.371854,-0.142795,-0.139057,-0.03824,-0.147024,-0.106306,-0.061297,-0.109361,-0.013626,-0.040688,-0.11066,-0.044321,0.035948,-0.096574,-0.06371,-0.088606,-0.052669,0.081552,-0.231916,-0.051902,-0.164803,-0.13727,0.094889,0.226645,-0.138871,0.002139,-0.011728,-0.031828,-0.016567,-0.07247,-0.120798,-0.074976,-0.116414,-0.025812,-0.067635,-0.026382,-0.111408,-0.041879,-0.092353,0.02633,1.0,-0.021234,-0.04081,0.093124,-0.076228,-0.014591,-0.110913,-0.205211,0.282319,-0.067123,0.022354,-0.163724,-0.06499,-0.07169,0.03293,0.066406,-0.076119,0.011067,0.02457,0.066404,-0.011218,-0.101848,-0.007188,-0.034855,0.020402,-0.001969,-0.030795,-0.150603,-0.001633,0.265578,-0.00098,-0.082265,0.009222,-0.02448,0.02001,0.085723,-0.140839,-0.037219,0.016461,-0.061494,-0.191685,0.056655,-0.216345,0.021071,-0.034472,-0.063386,0.063393,-0.007549
Lucy Steele,-0.260433,0.071683,0.134162,-0.176362,0.003672,-0.014243,-0.00506,-0.161697,0.072186,-0.012719,-0.141038,-0.045508,0.229551,0.322135,0.021227,0.025083,-0.209195,0.312978,-0.065111,0.554667,0.088143,0.062664,0.277375,0.062931,0.082413,0.097964,-0.021527,-0.070804,-0.138372,0.155928,-0.000187,-0.13051,0.22869,-0.121132,-0.287216,-0.102995,0.167019,-0.003222,0.124621,0.117384,0.026721,0.07894,-0.243674,0.35675,-0.212791,0.006769,-0.12641,0.123829,0.257585,0.08731,-0.021234,1.0,-0.195618,0.189133,-0.172086,0.398304,-0.009056,-0.188067,-0.021502,-0.05918,0.05338,0.009944,-0.213937,-0.053795,-0.162811,-0.094742,-0.08759,-0.036742,-0.091207,-0.043544,0.004425,-0.172464,-0.1074,0.167718,0.107669,0.177934,0.170358,-0.019908,-0.10916,-0.2145,-0.101277,0.180478,0.124447,-0.270364,-0.199887,-0.008894,0.152833,-0.031366,0.146777,0.079139,-0.088206,-0.198605,0.050804,-0.219789,0.287136,0.027877,-0.011742,-0.297383
Lydia Bennet,0.123565,-0.26708,-0.315454,-0.0383,0.031789,-0.053989,-0.034653,0.217464,0.077699,0.125176,0.006374,0.168587,0.146474,-0.210341,-0.100998,-0.012254,-0.004977,-0.115333,-0.070958,-0.260851,0.069226,-0.196339,-0.278398,-0.069939,0.096594,-0.056065,-0.071757,-0.003262,0.019917,-0.242203,-0.044249,-0.073517,-0.214536,-0.042033,0.154466,-0.117338,-0.07653,0.126297,-0.036553,0.074228,-0.1458,-0.048888,0.278788,-0.094633,0.030637,0.131048,0.112963,0.057371,0.092621,-0.149219,-0.04081,-0.195618,1.0,0.102849,0.123148,-0.236644,-0.057116,0.140302,-0.056327,-0.034423,-0.002374,0.244012,0.074968,0.044329,0.115895,-0.160501,-0.005433,-0.0404,0.121393,0.148393,-0.08686,0.32666,-0.056182,-0.119455,-0.074059,-0.204201,-0.060461,0.023955,0.151071,-0.069393,0.097752,0.215693,0.046983,0.117287,0.108429,-0.231353,0.090842,-0.202748,-0.076976,0.153368,0.04085,-0.00645,-0.081458,0.098502,-0.095049,-0.032221,-0.24942,0.25441
Margaret Dashwood,-0.214709,-0.080078,-0.099118,-0.312,0.223923,0.088386,0.117853,-0.074337,0.197187,-0.11932,-0.101813,0.004632,0.09628,0.111833,-0.183789,-0.112596,-0.254503,0.228042,-0.040506,0.325302,0.001999,-0.236631,-0.009898,-0.082129,0.052695,-0.096793,-0.118754,0.111771,-0.035697,-0.120509,-0.074493,-0.057878,0.18961,-0.04215,-0.204802,-0.097665,0.052714,-0.098347,0.084016,0.002381,-0.166148,-0.086573,-0.136141,0.248587,-0.144167,0.192119,-0.181627,0.236074,0.202099,0.034126,0.093124,0.189133,0.102849,1.0,-0.062936,0.380128,-0.152178,-0.161365,0.027365,-0.15227,-0.033365,-0.032998,-0.168839,0.205613,-0.033597,-0.181637,-0.019129,-0.174296,-0.106618,0.095006,-0.135394,-0.131006,-0.013799,0.154947,-0.061861,0.086617,0.127537,-0.12346,-0.050149,-0.110365,-0.049442,0.176688,0.028868,-0.272173,-0.130736,-0.036421,0.033814,-0.157106,0.040847,0.212073,-0.130355,-0.05076,-0.068728,-0.03314,0.104306,-0.166651,-0.16433,-0.117076
Maria Bertram,-0.087416,-0.091786,-0.16318,-0.014164,-0.054882,-0.031576,0.079802,-0.013967,0.205352,0.049511,-0.152028,-0.043014,-0.043684,-0.005322,0.082223,0.020805,0.423472,-0.001101,0.070078,-0.13431,-0.028843,-0.102024,-0.220644,-0.003374,0.335571,-0.080805,0.054146,-0.01535,0.208217,-0.130396,-0.039063,0.135943,-0.102016,-0.191112,0.221324,0.062329,-0.130911,-0.085182,0.029219,-0.113862,-0.046403,0.01598,0.160334,-0.044821,0.356548,0.358863,-0.044469,-0.086308,-0.056859,-0.121748,-0.076228,-0.172086,0.123148,-0.062936,1.0,-0.073701,0.067004,0.24889,-0.080398,-0.117237,0.02961,-0.129564,-0.069434,0.083095,0.329917,-0.056563,0.018454,-0.229399,0.285763,0.061527,-0.015688,-0.112415,-0.076645,-0.003118,-0.163845,-0.01887,-0.161465,-0.023049,0.202048,-0.095356,0.068123,-0.062571,-0.045459,0.213403,0.03264,-0.223713,-0.111389,-0.088922,-0.166564,0.044982,0.455832,-0.009694,0.043674,0.168323,0.070156,-0.224948,-0.131085,0.245707
Marianne Dashwood,-0.3286,0.022782,0.190482,-0.28459,0.224994,0.257074,0.274323,-0.229386,0.331329,-0.169239,-0.233035,-0.095667,0.133108,0.388448,0.042713,-0.101897,-0.139235,0.443617,0.077067,0.655668,0.229284,-0.077074,0.257647,-0.107362,0.170314,0.072583,0.1132,0.12374,0.044387,0.155635,0.038708,0.054838,0.222719,-0.296531,-0.209296,0.141965,0.091078,-0.021216,0.102681,0.104681,-0.057702,-0.054833,-0.136018,0.525052,-0.142318,-0.008855,-0.128492,0.121972,0.150841,0.054279,-0.014591,0.398304,-0.236644,0.380128,-0.073701,1.0,0.075102,-0.1466,-0.012413,-0.174372,-0.117265,-0.092409,-0.243403,0.039083,0.022382,-0.224116,0.023002,-0.196141,-0.152168,-0.117144,-0.130427,-0.345851,-0.090976,0.241775,-0.106302,0.373269,0.186405,-0.042103,-0.110206,-0.179282,-0.037954,0.127549,-0.022008,-0.46195,-0.242933,0.005073,-0.128049,-0.076445,0.077466,0.251948,-0.05206,-0.199335,-0.002812,-0.177087,0.364016,-0.300986,-0.129246,-0.224797
Mary Bennet,-0.173342,-0.153454,-0.086114,-0.052346,0.003348,0.049678,-0.020601,0.041916,-0.059607,0.130801,-0.165978,0.09902,-0.099641,-0.060464,0.141556,0.127525,0.112554,0.088549,-0.100294,-0.108101,0.108201,-0.086946,0.009628,-0.026249,0.111367,0.312309,-0.074486,0.111212,0.114964,0.125989,0.082674,0.297908,-0.018101,-0.034755,0.069993,-0.104019,-0.031959,-0.032455,-0.021696,0.027294,-0.052717,-0.029933,-0.152732,0.051457,0.015217,-0.190987,-0.067238,0.253024,0.038828,0.096429,-0.110913,-0.009056,-0.057116,-0.152178,0.067004,0.075102,1.0,0.212561,-0.25894,-0.177873,-0.086256,0.213978,-0.127136,0.206373,0.129445,-0.052309,-0.253471,-0.026763,0.05702,-0.15763,-0.140191,-0.198832,-0.155338,-0.109799,-0.063089,-0.101515,0.011787,-0.008948,-0.087429,-0.183303,-0.124979,-0.358732,-0.070455,-0.105863,-0.165942,-0.077678,0.173461,0.023108,0.095816,-0.149198,0.014744,-0.084751,0.226567,-0.054118,-0.030493,0.075928,0.06356,-0.191152
Mary Crawford,0.145163,-0.123123,-0.190729,0.175392,-0.084933,0.056296,-0.127494,-0.041477,0.024453,0.092859,-0.092086,0.051192,-0.011138,-0.227053,0.115301,0.157014,0.414549,-0.004117,0.134638,-0.271538,0.044153,-0.159602,-0.093548,-0.111888,0.333436,0.063229,-0.063038,-0.036258,0.275109,-0.024519,0.103912,0.144739,-0.067602,-0.082902,0.572753,0.093787,-0.114228,0.251626,-0.146745,0.016459,-0.033611,0.122049,0.277535,-0.145381,0.328443,0.018402,0.099705,-0.008961,-0.133179,-0.112246,-0.205211,-0.188067,0.140302,-0.161365,0.24889,-0.1466,0.212561,1.0,-0.127471,0.01387,-0.051178,0.102303,0.066374,0.050009,0.22686,0.070073,-0.027831,-0.079456,0.218387,-0.152637,-0.175804,-0.041524,0.104241,-0.109717,-0.031489,-0.089405,-0.218101,-0.00726,0.273896,-0.262479,-0.089765,-0.072919,-0.086358,0.339985,0.063858,-0.113179,0.057814,0.033672,0.049397,-0.037161,0.405921,-0.041104,0.121664,-0.012555,-0.208812,0.034508,-0.064457,0.160808
Mary Musgrove,0.24927,0.136843,0.416404,0.104691,-0.034286,0.020154,0.163755,-0.123256,-0.184856,-0.203076,0.593532,-0.116671,0.046267,-0.0791,-0.120651,-0.183952,-0.158392,-0.033005,-0.023102,-0.021143,-0.223206,0.294972,0.069722,0.040595,-0.183499,-0.310198,-0.028828,-0.125744,-0.212293,-0.003142,-0.146574,-0.236274,0.051407,0.216408,-0.118969,-0.121608,0.05554,-0.031364,-0.157657,-0.091468,0.022074,-0.006589,-0.034624,-0.11673,-0.099735,-0.065673,0.043441,-0.225148,-0.15298,0.273895,0.282319,-0.021502,-0.056327,0.027365,-0.080398,-0.012413,-0.25894,-0.127471,1.0,0.183954,-0.061698,-0.179268,0.086194,-0.188788,-0.152295,0.226585,0.152385,0.035226,-0.087452,-0.11577,0.017569,0.039473,0.269592,-0.01015,0.099528,0.02667,-0.056066,-0.12212,0.146616,0.189421,-0.164328,0.101322,-0.017971,0.055958,-0.059649,0.329389,-0.106471,0.047067,-0.058431,0.068424,-0.104631,0.349017,-0.176124,-0.09889,-0.138703,0.004855,0.203063,0.01149
Miss Bates,0.266056,0.508841,0.128611,0.615085,-0.264303,-0.119909,-0.290372,0.049348,-0.414596,-0.041839,0.193857,0.03414,0.11013,-0.138064,-0.182519,-0.102692,-0.066804,-0.161563,0.013298,-0.129521,-0.284154,0.274727,0.417733,0.231886,-0.356793,-0.194102,0.242665,-0.316041,-0.232645,0.364244,-0.09884,-0.174203,0.308269,0.018861,0.166428,-0.099005,0.036752,0.127207,-0.298046,-0.077733,0.53339,0.085261,0.117349,-0.276737,-0.022949,-0.261836,0.17307,-0.154684,-0.168893,-0.160794,-0.067123,-0.05918,-0.034423,-0.15227,-0.117237,-0.174372,-0.177873,0.01387,0.183954,1.0,-0.051182,-0.088197,0.191117,-0.347839,-0.327746,0.107981,0.381303,0.425654,-0.164857,-0.200931,0.329748,0.255986,0.156804,-0.039468,0.138557,0.035023,0.079269,-0.02894,0.05544,0.034289,-0.163248,0.086469,-0.018345,0.261279,0.016672,0.246563,0.069695,0.502455,0.016609,-0.206622,-0.125557,0.084118,-0.037311,-0.026247,-0.3685,0.23503,0.141712,-0.020334
Mr. Allen,-0.079273,-0.031767,-0.052829,-0.072031,-0.085152,-0.031718,-0.04443,-0.002918,0.161126,0.04157,-0.009728,0.024715,0.004756,0.103383,0.018289,0.010291,-0.013873,-0.01086,0.23125,0.023071,-0.000245,-0.016656,-0.025505,0.02347,0.048285,-0.054794,0.044289,-0.068044,-0.106623,0.040528,-0.083815,-0.081213,0.033817,-0.078783,-0.071286,0.124387,-0.043772,0.130762,0.213823,-0.004486,-0.057271,-0.088024,0.192767,-0.065798,-0.074887,0.126607,-0.022714,0.030749,0.096075,-0.114429,0.022354,0.05338,-0.002374,-0.033365,0.02961,-0.117265,-0.086256,-0.051178,-0.061698,-0.051182,1.0,0.068577,-0.076876,0.018516,-0.024649,-0.114139,-0.038945,0.014984,-0.031159,0.188652,0.060375,0.040415,-0.198422,-0.018012,0.121292,0.01816,0.14166,0.010583,0.035615,-0.041824,-0.100089,0.036951,0.086897,-0.013548,-0.026234,-0.128911,0.174619,-0.150628,-0.011631,-0.026548,0.062364,-0.208773,0.031592,-0.153018,0.085502,0.046393,-0.150738,-0.038652
Mr. Bennet,-0.17266,-0.185993,-0.176121,-0.134051,-0.072404,-0.072625,-0.150788,0.267778,-0.088238,0.163829,-0.179446,0.414514,-0.007647,-0.031117,0.019023,0.101075,-0.113902,0.021731,0.020404,-0.035096,0.361813,-0.191214,0.003459,-0.065729,0.011667,0.356673,-0.104405,-0.093254,-0.051468,-0.017381,0.110847,0.023462,-0.089983,-0.051752,0.02359,-0.160409,-0.03932,0.080296,0.094514,0.392281,-0.110845,-0.075064,-0.062385,0.03561,-0.140946,-0.052135,0.195889,0.247234,0.197314,0.163713,-0.163724,0.009944,0.244012,-0.032998,-0.129564,-0.092409,0.213978,0.102303,-0.179268,-0.088197,0.068577,1.0,0.097193,0.104079,-0.090497,-0.111934,-0.157459,-0.084859,-0.070623,-0.103178,-0.102678,0.385518,-0.160578,-0.04909,0.001516,-0.129888,0.128243,0.302422,0.046986,-0.193383,-0.075748,-0.087896,0.042413,-0.118222,-0.119277,-0.08548,0.333348,-0.077373,0.092033,-0.065149,0.092673,-0.176945,0.153946,-0.233954,-0.081398,0.380887,-0.124447,-0.161991
Mr. Gardiner,0.260789,0.231158,0.067238,0.244739,-0.236855,-0.142131,-0.151668,0.153607,-0.33232,-0.029831,0.176521,0.201345,-0.216666,-0.039786,0.102345,-0.164995,0.024104,-0.115685,-0.003932,-0.101713,0.089996,0.099495,-0.048414,0.041995,-0.397623,0.048523,-0.075939,-0.10148,-0.06623,0.005912,0.19788,0.009975,-0.10561,0.224965,0.144813,-0.007972,-0.194147,-0.023119,-0.326817,0.269352,0.107177,0.156495,0.109581,-0.247297,0.113235,-0.227461,0.369827,-0.320067,-0.390154,0.045658,-0.06499,-0.213937,0.074968,-0.168839,-0.069434,-0.243403,-0.127136,0.066374,0.086194,0.191117,-0.076876,0.097193,1.0,-0.13488,-0.074266,0.190586,0.114153,0.056833,-0.047171,-0.21909,0.016128,0.331734,0.097885,0.033173,-0.031241,0.174646,-0.146515,0.307853,0.180709,0.132642,-0.092379,-0.003243,-0.151012,0.19391,0.011147,0.149137,-0.148491,0.151495,0.060196,-0.112777,-0.071933,0.224436,0.014809,-0.037204,-0.352494,0.232824,0.123172,0.062169
Mr. Hurst,-0.277665,-0.272388,-0.194693,-0.314322,0.149275,0.05002,0.107052,0.142119,0.248719,0.136041,-0.231283,0.101411,-0.020987,0.022028,0.049518,0.059532,-0.074639,0.170625,-0.031469,-0.026199,0.178865,-0.302715,-0.205867,-0.157895,0.197584,0.14385,-0.109244,0.23794,0.211145,-0.158308,0.210835,0.232787,0.020373,0.018783,-0.119559,-0.045691,-0.063328,-0.153183,0.149145,0.059769,-0.222647,-0.062033,-0.063511,0.185904,0.029598,0.105678,-0.123744,0.255638,0.132515,0.096578,-0.07169,-0.053795,0.044329,0.205613,0.083095,0.039083,0.206373,0.050009,-0.188788,-0.347839,0.018516,0.104079,-0.13488,1.0,0.205883,-0.127601,-0.235483,-0.217205,0.075086,0.175974,-0.212186,-0.096824,-0.131619,0.043628,-0.177121,-0.078778,-0.104006,-0.03493,-0.166251,-0.197049,-0.102041,-0.154058,-0.051548,-0.205565,-0.150348,-0.19672,0.087312,-0.229667,-0.085623,0.023438,0.011095,-0.070543,0.158632,-0.074202,0.173319,-0.094217,-0.081999,-0.149681
Mr. Rushworth,-0.011435,-0.183289,-0.145345,-0.17949,0.103912,0.0462,0.147289,-0.068679,0.329631,0.078569,-0.152428,-0.030532,-0.027779,-0.089358,0.105082,0.046644,0.20091,0.064126,0.049515,-0.100252,0.136311,-0.265749,-0.20901,-0.246271,0.360152,0.118566,0.069827,0.225876,0.220259,-0.110395,0.05071,0.113626,-0.016512,-0.055653,0.133822,0.237799,-0.212269,0.066899,-6.7e-05,-0.013306,-0.254048,-0.087561,0.190787,0.032426,0.329928,0.19212,-0.111321,-0.061693,-0.059794,-0.090531,0.03293,-0.162811,0.115895,-0.033597,0.329917,0.022382,0.129445,0.22686,-0.152295,-0.327746,-0.024649,-0.090497,-0.074266,0.205883,1.0,-0.161974,-0.086623,-0.170247,0.3864,0.227371,-0.07841,-0.18657,-0.145177,-0.016675,-0.173204,-0.064588,-0.263236,-0.071768,0.090009,-0.046765,0.126972,-0.068903,-0.079876,-0.010242,-0.042962,-0.26931,-0.187235,-0.105858,-0.17589,0.153391,0.174344,-0.076419,0.07871,0.06244,0.139575,-0.268871,-0.154956,0.154897
Mr. Shepherd,0.326027,0.056386,0.223523,0.229972,-0.134747,-0.002106,-0.022917,-0.138437,-0.38035,-0.133034,0.328218,-0.205969,-0.165098,-0.103554,0.059947,0.071391,0.024708,-0.030252,-0.148642,-0.086667,-0.298961,0.256633,-0.080411,0.077071,-0.280775,-0.183928,-0.100034,-0.177595,0.023912,-0.060023,-0.061758,-0.006977,-0.153847,0.19248,0.011071,-0.124676,-0.000237,-0.241671,-0.225936,-0.212654,0.147004,0.277848,-0.071692,-0.159816,-0.010294,-0.153405,-0.023138,-0.213954,-0.191812,0.189859,0.066406,-0.094742,-0.160501,-0.181637,-0.056563,-0.224116,-0.052309,0.070073,0.226585,0.107981,-0.114139,-0.111934,0.190586,-0.127601,-0.161974,1.0,0.083827,0.011888,0.02114,-0.230891,-0.06183,-0.052135,0.434061,-0.150943,0.093383,0.036067,-0.149267,-0.120064,0.007239,0.119593,-0.112848,0.055981,-0.113555,0.227064,-0.007701,0.356418,-0.13909,0.071426,0.011496,-0.110784,0.00694,0.503966,-0.075351,-0.010667,-0.171487,0.116546,0.297562,0.022513
Mr. Weston,0.208705,0.41135,0.091143,0.345299,-0.199441,0.123702,0.078458,-0.173451,-0.055919,-0.118296,0.095924,-0.035472,0.181944,0.058204,-0.026803,-0.123459,-0.034222,0.055377,0.023282,0.117564,-0.224221,0.169965,0.186991,0.029428,-0.219357,-0.288108,0.385074,-0.249442,0.023716,0.324109,-0.101171,-0.120615,0.081756,-0.147764,0.109087,0.06004,0.000485,-0.116522,-0.206268,-0.21304,0.342778,0.177732,0.256627,0.0028,0.053642,0.057872,0.035195,-0.298908,0.025878,-0.046243,-0.076119,-0.08759,-0.005433,-0.019129,0.018454,0.023002,-0.253471,-0.027831,0.152385,0.381303,-0.038945,-0.157459,0.114153,-0.235483,-0.086623,0.083827,1.0,0.175513,-0.079933,-0.11679,0.160646,0.015194,0.095187,0.127118,0.101505,0.226339,-0.115805,-0.142303,0.101684,-0.018443,-0.020832,0.420957,-0.138651,0.085674,0.07875,0.169265,-0.249914,0.253203,-0.037228,0.245711,0.086708,0.116881,-0.157713,0.005867,-0.081476,-0.124005,-0.036259,0.166155
Mr. Woodhouse,0.24281,0.378045,-0.004237,0.42608,-0.063578,-0.203752,-0.193478,-0.014065,-0.367148,-0.166428,0.183239,-0.054542,0.018355,-0.202317,-0.236193,0.038919,-0.103952,-0.253129,-0.096691,-0.263653,-0.360461,0.123709,0.371753,0.15668,-0.280153,-0.184726,0.220436,-0.129638,-0.217225,0.34503,-0.249871,-0.216747,0.232812,0.22048,-0.027796,-0.130407,0.212933,0.065209,-0.177081,-0.184439,0.324563,-0.004238,-0.03281,-0.189114,-0.04865,-0.247036,-0.080685,-0.06098,-0.071923,-0.143831,0.011067,-0.036742,-0.0404,-0.174296,-0.229399,-0.196141,-0.026763,-0.079456,0.035226,0.425654,0.014984,-0.084859,0.056833,-0.217205,-0.170247,0.011888,0.175513,1.0,-0.087001,-0.002057,0.308765,0.103575,0.073353,-0.182356,0.081075,0.04386,0.11723,-0.072952,0.056169,0.064056,-0.075936,0.031599,0.145209,0.24179,0.169732,-0.016135,0.082369,0.350078,0.062972,-0.143123,-0.277543,0.063851,-0.150287,-0.050888,-0.250566,0.086149,0.061711,0.025058
Mr. Yates,0.01553,-0.137113,-0.125661,-0.064434,0.047284,0.011283,-0.004221,-0.073572,0.097302,-0.024897,-0.040807,-0.118806,-0.082444,-0.146881,0.003178,0.134436,0.185743,-0.089421,0.039628,-0.150339,0.007039,-0.143233,-0.178226,-0.177821,0.245301,0.057594,-0.025145,0.084545,0.117347,-0.135435,-0.039582,0.036758,-0.140641,0.036874,0.062141,0.080141,-0.044803,-0.022918,-0.05623,-0.089489,-0.101681,0.031679,0.050636,-0.012524,0.165393,0.095158,-0.083487,-0.052872,-0.034272,-0.146965,0.02457,-0.091207,0.121393,-0.106618,0.285763,-0.152168,0.05702,0.218387,-0.087452,-0.164857,-0.031159,-0.070623,-0.047171,0.075086,0.3864,0.02114,-0.079933,-0.087001,1.0,0.132358,-0.054655,-0.119162,-0.041537,-0.044091,-0.136193,-0.090649,-0.222691,-0.131998,0.054078,0.020039,0.081602,-0.030626,-0.029743,0.147848,0.057686,-0.15954,-0.143137,-0.076393,-0.076695,-0.049979,0.244536,-0.031998,0.021137,0.083323,0.079084,-0.121553,-0.078552,0.080655
